date,close,volume
2025-08-28 00:00:00+00:00,4511.21000000,485243.40270000
2025-08-29 00:00:00+00:00,4360.18000000,679063.87770000
2025-08-30 00:00:00+00:00,4373.70000000,340319.18260000
2025-08-31 00:00:00+00:00,4391.83000000,356586.18610000
2025-09-01 00:00:00+00:00,4314.50000000,513830.03950000
2025-09-02 00:00:00+00:00,4326.50000000,524605.05120000
2025-09-03 00:00:00+00:00,4450.46000000,487091.68610000
2025-09-04 00:00:00+00:00,4297.55000000,471795.70960000
2025-09-05 00:00:00+00:00,4307.45000000,624169.87540000
2025-09-06 00:00:00+00:00,4273.14000000,191166.06860000
2025-09-07 00:00:00+00:00,4306.19000000,169620.83720000
2025-09-08 00:00:00+00:00,4306.37000000,372882.43550000
2025-09-09 00:00:00+00:00,4310.09000000,405485.78210000
2025-09-10 00:00:00+00:00,4349.32000000,506633.90980000
2025-09-11 00:00:00+00:00,4458.82000000,441259.66490000
2025-09-12 00:00:00+00:00,4712.16000000,510777.54020000
2025-09-13 00:00:00+00:00,4666.53000000,394393.68690000
2025-09-14 00:00:00+00:00,4604.49000000,278244.32050000
2025-09-15 00:00:00+00:00,4523.74000000,412291.96870000
2025-09-16 00:00:00+00:00,4501.29000000,293307.10990000
2025-09-17 00:00:00+00:00,4590.53000000,476981.45610000
2025-09-18 00:00:00+00:00,4587.66000000,290660.37700000
2025-09-19 00:00:00+00:00,4468.59000000,331611.14820000
2025-09-20 00:00:00+00:00,4480.42000000,130781.91300000
2025-09-21 00:00:00+00:00,4444.97000000,149349.82620000
2025-09-22 00:00:00+00:00,4199.08000000,708243.23480000
2025-09-23 00:00:00+00:00,4164.26000000,315227.90570000
2025-09-24 00:00:00+00:00,4152.81000000,353665.56710000
2025-09-25 00:00:00+00:00,3874.36000000,930327.69510000
2025-09-26 00:00:00+00:00,4032.24000000,575711.08590000
2025-09-27 00:00:00+00:00,4018.38000000,172693.26380000
2025-09-28 00:00:00+00:00,4142.16000000,240331.85890000
2025-09-29 00:00:00+00:00,4215.07000000,380728.67840000
2025-09-30 00:00:00+00:00,4145.15000000,391126.61720000
2025-10-01 00:00:00+00:00,4348.03000000,507026.38220000
2025-10-02 00:00:00+00:00,4484.35000000,526411.15710000
2025-10-03 00:00:00+00:00,4512.87000000,485684.02670000
2025-10-04 00:00:00+00:00,4487.15000000,199732.70880000
2025-10-05 00:00:00+00:00,4514.32000000,506587.96140000
2025-10-06 00:00:00+00:00,4684.01000000,456200.65280000
2025-10-07 00:00:00+00:00,4447.70000000,640685.93190000
2025-10-08 00:00:00+00:00,4525.72000000,399904.32870000
2025-10-09 00:00:00+00:00,4368.09000000,515978.18290000
2025-10-10 00:00:00+00:00,3829.72000000,1493971.02440000
2025-10-11 00:00:00+00:00,3746.79000000,789885.65820000
2025-10-12 00:00:00+00:00,4152.29000000,811308.15200000
2025-10-13 00:00:00+00:00,4240.85000000,622813.92470000
2025-10-14 00:00:00+00:00,4125.02000000,962996.76580000
2025-10-15 00:00:00+00:00,3985.61000000,626081.69660000
2025-10-16 00:00:00+00:00,3894.51000000,643804.61630000
2025-10-17 00:00:00+00:00,3831.57000000,830127.08850000
2025-10-18 00:00:00+00:00,3889.21000000,250710.61210000
2025-10-19 00:00:00+00:00,3982.58000000,408538.25450000
2025-10-20 00:00:00+00:00,3979.22000000,511382.33010000
2025-10-21 00:00:00+00:00,3873.05000000,590594.13820000
2025-10-22 00:00:00+00:00,3805.53000000,593130.09050000
2025-10-23 00:00:00+00:00,3856.80000000,477231.01810000
2025-10-24 00:00:00+00:00,3934.88000000,425926.93830000
2025-10-25 00:00:00+00:00,3953.82000000,138526.33380000
2025-10-26 00:00:00+00:00,4158.46000000,344698.09180000
2025-10-27 00:00:00+00:00,4120.15000000,487131.22910000
2025-10-28 00:00:00+00:00,3979.20000000,472965.83770000
2025-10-29 00:00:00+00:00,3902.99000000,486452.31270000
2025-10-30 00:00:00+00:00,3805.09000000,531455.99230000
2025-10-31 00:00:00+00:00,3847.99000000,478636.29950000
2025-11-01 00:00:00+00:00,3873.77000000,152998.16260000
2025-11-02 00:00:00+00:00,3906.58000000,216083.15420000
2025-11-03 00:00:00+00:00,3603.83000000,877187.38520000
2025-11-04 00:00:00+00:00,3287.05000000,1568004.23790000
2025-11-05 00:00:00+00:00,3424.29000000,809591.51320000
2025-11-06 00:00:00+00:00,3315.14000000,566363.70030000
2025-11-07 00:00:00+00:00,3436.05000000,683417.38540000
2025-11-08 00:00:00+00:00,3401.51000000,291532.28810000
2025-11-09 00:00:00+00:00,3583.46000000,464098.05200000
2025-11-10 00:00:00+00:00,3567.85000000,595273.02980000
2025-11-11 00:00:00+00:00,3417.76000000,660283.27470000
2025-11-12 00:00:00+00:00,3414.92000000,553101.93680000
2025-11-13 00:00:00+00:00,3231.54000000,951989.13470000
2025-11-14 00:00:00+00:00,3112.40000000,890446.14910000
2025-11-15 00:00:00+00:00,3167.88000000,338463.47820000
2025-11-16 00:00:00+00:00,3095.29000000,570633.58090000
2025-11-17 00:00:00+00:00,3031.44000000,762500.42890000
2025-11-18 00:00:00+00:00,3123.66000000,766640.10580000
2025-11-19 00:00:00+00:00,3025.48000000,737926.71460000
2025-11-20 00:00:00+00:00,2834.22000000,912524.37180000
2025-11-21 00:00:00+00:00,2765.85000000,1180475.40850000
2025-11-22 00:00:00+00:00,2770.12000000,264691.30890000
2025-11-23 00:00:00+00:00,2802.16000000,409808.57340000
2025-11-24 00:00:00+00:00,2953.38000000,715279.75510000
2025-11-25 00:00:00+00:00,2959.36000000,427686.45280000
2025-11-26 00:00:00+00:00,3026.56000000,364535.32600000
2025-11-27 00:00:00+00:00,3015.23000000,274980.39550000
2025-11-28 00:00:00+00:00,3031.15000000,346616.02750000
2025-11-29 00:00:00+00:00,2989.16000000,217904.13030000
2025-11-30 00:00:00+00:00,2991.26000000,182722.42530000
2025-12-01 00:00:00+00:00,2799.07000000,849002.99090000
2025-12-02 00:00:00+00:00,2996.07000000,523707.35860000
2025-12-03 00:00:00+00:00,3188.36000000,553669.81460000
2025-12-04 00:00:00+00:00,3133.26000000,486698.39870000
2025-12-05 00:00:00+00:00,3021.78000000,530382.89860000
2025-12-06 00:00:00+00:00,3038.06000000,159721.24880000
2025-12-07 00:00:00+00:00,3059.85000000,391129.67500000
2025-12-08 00:00:00+00:00,3124.16000000,452820.22070000
2025-12-09 00:00:00+00:00,3318.04000000,603859.94580000
2025-12-10 00:00:00+00:00,3324.14000000,539585.45350000
2025-12-11 00:00:00+00:00,3237.39000000,504114.23910000
2025-12-12 00:00:00+00:00,3084.86000000,435686.44350000
2025-12-13 00:00:00+00:00,3114.64000000,136465.75670000
2025-12-14 00:00:00+00:00,3063.50000000,279058.35450000
2025-12-15 00:00:00+00:00,2964.85000000,520509.95550000
2025-12-16 00:00:00+00:00,2962.30000000,378293.11590000
2025-12-17 00:00:00+00:00,2833.49000000,497630.41620000
2025-12-18 00:00:00+00:00,2828.57000000,595253.79970000
2025-12-19 00:00:00+00:00,2979.50000000,531702.54390000
2025-12-20 00:00:00+00:00,2977.93000000,91783.77340000
2025-12-21 00:00:00+00:00,3002.02000000,162244.80670000
2025-12-22 00:00:00+00:00,3009.49000000,298443.56330000
2025-12-23 00:00:00+00:00,2965.02000000,386465.74700000
2025-12-24 00:00:00+00:00,2947.47000000,197035.55980000
2025-12-25 00:00:00+00:00,2903.95000000,188721.29810000
2025-12-26 00:00:00+00:00,2927.99000000,314830.99890000
2025-12-27 00:00:00+00:00,2949.05000000,95040.39560000
2025-12-28 00:00:00+00:00,2950.91000000,128834.13900000
2025-12-29 00:00:00+00:00,2937.90000000,485959.18240000
2025-12-30 00:00:00+00:00,2973.69000000,286583.28790000
2025-12-31 00:00:00+00:00,2971.64000000,233729.58870000
2026-01-01 00:00:00+00:00,3004.19000000,136088.52070000
2026-01-02 00:00:00+00:00,3125.45000000,369891.24490000
2026-01-03 00:00:00+00:00,3127.11000000,134405.22580000
2026-01-04 00:00:00+00:00,3144.70000000,181576.06860000
2026-01-05 00:00:00+00:00,3224.99000000,382446.66180000
2026-01-06 00:00:00+00:00,3296.84000000,412503.50660000
2026-01-07 00:00:00+00:00,3168.72000000,321350.12250000
2026-01-08 00:00:00+00:00,3106.65000000,343616.10050000
2026-01-09 00:00:00+00:00,3088.40000000,274587.45330000
2026-01-10 00:00:00+00:00,3086.72000000,82341.05460000
2026-01-11 00:00:00+00:00,3123.45000000,149381.29650000
2026-01-12 00:00:00+00:00,3095.75000000,297373.46810000
2026-01-13 00:00:00+00:00,3325.82000000,457782.28160000
2026-01-14 00:00:00+00:00,3354.92000000,503440.07590000
2026-01-15 00:00:00+00:00,3318.69000000,389993.83600000
2026-01-16 00:00:00+00:00,3296.28000000,223921.78760000
2026-01-17 00:00:00+00:00,3310.56000000,124325.03030000
2026-01-18 00:00:00+00:00,3284.03000000,173354.30260000
2026-01-19 00:00:00+00:00,3189.55000000,442540.55960000
2026-01-20 00:00:00+00:00,2939.88000000,518166.47870000
2026-01-21 00:00:00+00:00,2982.27000000,577800.24810000
2026-01-22 00:00:00+00:00,2952.69000000,291660.73490000
2026-01-23 00:00:00+00:00,2956.41000000,318415.33170000
2026-01-24 00:00:00+00:00,2953.22000000,92082.90390000
2026-01-25 00:00:00+00:00,2816.89000000,380186.53260000
2026-01-26 00:00:00+00:00,2930.35000000,485169.33720000
2026-01-27 00:00:00+00:00,3026.77000000,478792.39880000
2026-01-28 00:00:00+00:00,3010.78000000,296607.65490000
2026-01-29 00:00:00+00:00,2822.59000000,561288.59790000
2026-01-30 00:00:00+00:00,2707.38000000,793279.62520000
2026-01-31 00:00:00+00:00,2451.95000000,1113097.71320000
2026-02-01 00:00:00+00:00,2270.15000000,1026573.94660000
2026-02-02 00:00:00+00:00,2347.02000000,1248535.21140000
2026-02-03 00:00:00+00:00,2233.72000000,1321099.38670000
2026-02-04 00:00:00+00:00,2148.26000000,1264743.43000000
2026-02-05 00:00:00+00:00,1826.83000000,1952286.69510000
2026-02-06 00:00:00+00:00,2063.38000000,2102311.55730000
2026-02-07 00:00:00+00:00,2087.08000000,1142616.44870000
2026-02-08 00:00:00+00:00,2089.74000000,482837.25150000
2026-02-09 00:00:00+00:00,2105.02000000,625378.55690000
2026-02-10 00:00:00+00:00,2022.67000000,574321.69080000
2026-02-11 00:00:00+00:00,1941.18000000,529655.81770000
2026-02-12 00:00:00+00:00,1947.85000000,427567.14690000
2026-02-13 00:00:00+00:00,2048.72000000,425649.76980000
2026-02-14 00:00:00+00:00,2086.59000000,220677.23550000
2026-02-15 00:00:00+00:00,1966.58000000,834778.09520000
2026-02-16 00:00:00+00:00,1998.33000000,351347.94330000
2026-02-17 00:00:00+00:00,1991.66000000,406246.94270000
2026-02-18 00:00:00+00:00,1955.91000000,393639.00860000
2026-02-19 00:00:00+00:00,1949.08000000,300257.07330000
2026-02-20 00:00:00+00:00,1968.88000000,386253.55570000
2026-02-21 00:00:00+00:00,1973.35000000,179173.84560000
2026-02-22 00:00:00+00:00,1957.82000000,155325.64820000
2026-02-23 00:00:00+00:00,1856.30000000,547359.48690000
2026-02-24 00:00:00+00:00,1851.94000000,438064.02840000
2026-02-25 00:00:00+00:00,2057.48000000,682979.43780000
2026-02-26 00:00:00+00:00,2027.68000000,439783.35660000
2026-02-27 00:00:00+00:00,1929.84000000,428687.23400000
2026-02-28 00:00:00+00:00,1964.51000000,461680.98350000
2026-03-01 00:00:00+00:00,1939.71000000,529196.84640000
2026-03-02 00:00:00+00:00,2027.35000000,577406.37490000
2026-03-03 00:00:00+00:00,1982.80000000,509329.85340000
2026-03-04 00:00:00+00:00,2127.28000000,737644.81520000
2026-03-05 00:00:00+00:00,2072.86000000,432157.81260000
2026-03-06 00:00:00+00:00,1978.68000000,411597.75690000
2026-03-07 00:00:00+00:00,1969.59000000,184459.82000000
2026-03-08 00:00:00+00:00,1937.10000000,391189.73170000
2026-03-09 00:00:00+00:00,1992.98000000,550825.48830000
2026-03-10 00:00:00+00:00,2036.51000000,463411.87390000
2026-03-11 00:00:00+00:00,2051.97000000,350061.25600000
2026-03-12 00:00:00+00:00,2073.52000000,400507.81320000
2026-03-13 00:00:00+00:00,2092.22000000,599657.03990000
2026-03-14 00:00:00+00:00,2096.16000000,152500.58220000
2026-03-15 00:00:00+00:00,2178.30000000,280825.93770000
2026-03-16 00:00:00+00:00,2352.97000000,845892.77560000
2026-03-17 00:00:00+00:00,2317.39000000,493831.10160000
2026-03-18 00:00:00+00:00,2203.39000000,488040.88870000
2026-03-19 00:00:00+00:00,2137.81000000,490791.67900000
2026-03-20 00:00:00+00:00,2146.22000000,300156.17780000
2026-03-21 00:00:00+00:00,2084.87000000,132559.46460000
2026-03-22 00:00:00+00:00,2053.89000000,313070.55720000
2026-03-23 00:00:00+00:00,2152.03000000,614508.43690000
2026-03-24 00:00:00+00:00,2156.23000000,316703.47280000
2026-03-25 00:00:00+00:00,2169.02000000,275641.52550000
2026-03-26 00:00:00+00:00,2060.43000000,338010.62380000
2026-03-27 00:00:00+00:00,1992.75000000,394873.52480000
2026-03-28 00:00:00+00:00,1994.74000000,154831.80550000
2026-03-29 00:00:00+00:00,1984.64000000,166726.73820000
2026-03-30 00:00:00+00:00,2026.48000000,338304.43440000
2026-03-31 00:00:00+00:00,2105.43000000,421897.90230000
2026-04-01 00:00:00+00:00,2140.35000000,399227.37790000
2026-04-02 00:00:00+00:00,2057.17000000,346872.83230000
2026-04-03 00:00:00+00:00,2053.83000000,136266.63930000
2026-04-04 00:00:00+00:00,2065.52000000,86504.44060000
2026-04-05 00:00:00+00:00,2110.17000000,157353.31990000
2026-04-06 00:00:00+00:00,2107.16000000,356054.28940000
2026-04-07 00:00:00+00:00,2240.01000000,460094.80930000
2026-04-08 00:00:00+00:00,2190.00000000,404717.63210000
2026-04-09 00:00:00+00:00,2190.20000000,275317.95030000
2026-04-10 00:00:00+00:00,2245.05000000,272899.08580000
2026-04-11 00:00:00+00:00,2284.99000000,214785.40390000
2026-04-12 00:00:00+00:00,2191.65000000,258156.88210000
2026-04-13 00:00:00+00:00,2369.46000000,453870.82920000
2026-04-14 00:00:00+00:00,2322.44000000,460107.38410000
2026-04-15 00:00:00+00:00,2359.95000000,268190.63770000
2026-04-16 00:00:00+00:00,2348.17000000,328960.93770000
2026-04-17 00:00:00+00:00,2419.00000000,491731.36150000
2026-04-18 00:00:00+00:00,2350.32000000,221741.38880000
2026-04-19 00:00:00+00:00,2263.27000000,256086.82760000
2026-04-20 00:00:00+00:00,2313.85000000,301000.06590000
2026-04-21 00:00:00+00:00,2327.14000000,226645.97700000
2026-04-22 00:00:00+00:00,2374.07000000,379707.12590000
2026-04-23 00:00:00+00:00,2330.26000000,356645.69230000
2026-04-24 00:00:00+00:00,2314.99000000,183887.61810000
2026-04-25 00:00:00+00:00,2319.50000000,68139.21910000
2026-04-26 00:00:00+00:00,2369.44000000,154591.62190000
2026-04-27 00:00:00+00:00,2303.67000000,300363.85860000
2026-04-28 00:00:00+00:00,2289.42000000,187932.22010000
2026-04-29 00:00:00+00:00,2252.90000000,355078.10150000
2026-04-30 00:00:00+00:00,2257.51000000,167194.27760000
2026-05-01 00:00:00+00:00,2295.63000000,191082.55500000
2026-05-02 00:00:00+00:00,2316.97000000,85588.47240000
2026-05-03 00:00:00+00:00,2322.65000000,151074.43420000
2026-05-04 00:00:00+00:00,2347.16000000,453020.79850000
2026-05-05 00:00:00+00:00,2360.77000000,286636.73120000
2026-05-06 00:00:00+00:00,2350.84000000,420667.31610000
2026-05-07 00:00:00+00:00,2291.06000000,469521.93780000
2026-05-08 00:00:00+00:00,2307.06000000,421035.15820000
2026-05-09 00:00:00+00:00,2326.44000000,230431.15700000
2026-05-10 00:00:00+00:00,2371.27000000,398122.86230000
2026-05-11 00:00:00+00:00,2339.87000000,236962.05520000
2026-05-12 00:00:00+00:00,2274.96000000,252981.10820000
2026-05-13 00:00:00+00:00,2258.65000000,258455.72990000
2026-05-14 00:00:00+00:00,2283.25000000,256680.83590000
2026-05-15 00:00:00+00:00,2224.66000000,288536.55070000
2026-05-16 00:00:00+00:00,2180.77000000,199288.57610000
2026-05-17 00:00:00+00:00,2131.00000000,175116.81490000
2026-05-18 00:00:00+00:00,2130.08000000,381878.39320000
2026-05-19 00:00:00+00:00,2111.93000000,186945.07500000
2026-05-20 00:00:00+00:00,2129.44000000,189088.29400000
2026-05-21 00:00:00+00:00,2133.76000000,232889.11170000
2026-05-22 00:00:00+00:00,2065.85000000,221783.25480000
2026-05-23 00:00:00+00:00,2117.68000000,350546.22890000
2026-05-24 00:00:00+00:00,2099.85000000,197748.76050000
2026-05-25 00:00:00+00:00,2113.01000000,166428.59790000
2026-05-26 00:00:00+00:00,2073.77000000,282553.30960000
2026-05-27 00:00:00+00:00,2024.84000000,267963.15730000
2026-05-28 00:00:00+00:00,2009.90000000,363834.92110000
2026-05-29 00:00:00+00:00,2014.54000000,283145.69500000
2026-05-30 00:00:00+00:00,2022.44000000,97977.53490000
2026-05-31 00:00:00+00:00,2007.01000000,163735.49580000
2026-06-01 00:00:00+00:00,2006.73000000,374428.28390000
2026-06-02 00:00:00+00:00,1859.84000000,556885.54180000
2026-06-03 00:00:00+00:00,1813.05000000,584760.48180000
2026-06-04 00:00:00+00:00,1770.77000000,648306.10510000
2026-06-05 00:00:00+00:00,1583.40000000,1257013.16080000
2026-06-06 00:00:00+00:00,1569.69000000,558458.36720000
2026-06-07 00:00:00+00:00,1690.51000000,458280.59090000
2026-06-08 00:00:00+00:00,1690.49000000,480027.31210000
2026-06-09 00:00:00+00:00,1669.69000000,156290.19020000
